B,G,A,C,D,E
67.97689751745526,41.4722206841431,36.23043649849364,22.185475438925867,15.219371135885883,13.986157064971726
67.47242464138296,37.19228569038909,39.5025559770907,16.196421483785777,18.894773814588405,7.512715361324683
66.09864907853337,127.37370231206896,31.713285316869698,22.70355939355922,63.870416355489525,13.109436604331927
70.1265763274896,51.68325345758912,40.71047550505319,27.17248692379453,32.815980383049606,16.542974448963296
71.90997664479775,47.176610090141516,50.438983452693364,21.33360741002451,24.733131909082875,13.86035350560667
62.52859441827116,59.744670185487394,24.0239141351472,17.92565482590175,26.36029720652535,6.841614023803544
73.9214387322062,66.80438529348723,41.232743940785454,20.283145352770145,38.85192705179986,3.621618632509734
71.24156007337753,44.76894160006404,37.81302887910356,24.767972180023897,29.88900290606616,6.779153687212961
67.61133992941038,61.13317489716894,27.57163345762757,25.95142865997028,27.12982312699457,13.437790157520759
78.14977777527804,55.97183424997726,42.417228929278906,27.183004178167913,31.376035192196667,13.78687795452375
69.98015760247384,48.78939840168957,28.760248117894882,35.335630094258306,18.633532983476748,17.207918097576577
75.80351638087886,60.30766571565128,43.4891131262312,21.260663012537673,24.99862860640956,10.634008342297834
80.8706205981707,45.54241398595298,42.06919197438738,9.558097981769649,29.05170228024444,7.82958735464566
73.1579210880248,40.59261450492009,34.56069558517877,26.869628254299545,26.3287169299212,23.44750499986401
70.535020249381,79.36421046685504,37.31490934121397,19.028362518082517,42.28967132389576,4.3682503978035
75.09982344113861,88.28203085965447,38.525782808634624,20.52946685379893,35.245889633226305,10.250611774388718
88.99288889960437,101.05963436504548,45.0244405179695,27.508924953582458,48.26499383464022,10.941562033063047
74.06215537265783,41.31741818486306,40.9781010945875,25.865520566146934,27.384874561247692,17.01512994245001
81.59979107164239,66.98970155341223,37.21847647863378,21.275282907832874,22.3031418930576,10.585903883135193
71.7644870588553,58.011324612061976,31.87102474186216,16.461341780187027,23.305407999188873,9.164203771176487
84.63209979114194,41.03913168953877,32.27372865552837,27.147617747152086,31.92306203023952,8.79901786176624
79.07661487513934,59.05724173212816,33.83511294295592,27.512454338037653,22.696501503582745,11.981929746580871
83.92320188961857,44.660669529831864,49.534227330955815,23.107885862952514,31.508200333862874,13.341854850201146
82.7794046033448,67.36315220938499,46.276609376102236,22.719326499142845,37.14986834719447,14.75198002601429
74.96635216582716,16.57386472238131,41.71619907646474,22.712893808193524,12.04995271917181,9.2505003199398
77.07993670935556,28.276697980260863,43.336908545726956,17.24762209633811,22.9061937501496,9.039771629727033
88.25140654759517,63.73435611889723,46.53225593534245,26.012159675822403,37.888224053578114,13.413144790197334
85.34308635395399,79.00803076908626,46.27136854480113,25.757427282837632,35.77104241833074,16.00831327227476
84.38106684595645,60.00677359390502,43.34576050465669,23.06157180749878,31.831223856074285,10.441337547849043
89.65562013432633,70.22560676667696,40.69024746369929,27.383896301038817,32.9551603113078,15.3025551121886
82.58791650355063,78.34557117399228,49.228889998384,28.873954901413914,39.002514113635854,14.944928530977457
84.91767347363913,52.52658170581133,50.15045844475456,25.12845863900419,28.819194277714704,17.63582834106359
81.83635102666973,69.06111144113788,50.68324141820739,31.762701733676167,37.106378836823865,17.929939801302478
78.36122871956616,62.616905872710284,44.26400094210604,29.57239221614254,32.95810646452573,13.544147932282062
88.81525979797117,23.79360821411195,55.309161714216835,21.51404738478819,20.06299482901769,9.475936891251784
89.98685795107465,20.56476125906687,49.987512929674374,24.56670088562818,29.326254107421484,10.340816305951467
86.0384089905639,33.690640032742024,42.422363494699844,25.602739546532955,33.9258211964994,12.528586057343954
86.4129534896862,44.21480331276349,46.528101066806784,31.578274829018888,29.51812223940771,17.340374126520505
95.024699526707,54.979822953186414,46.121088804764085,30.180246928329954,27.33490199235549,21.538571232418292
89.0169800757747,41.599949553692625,41.89366603088486,31.251561642467685,24.887645646913423,19.734942167331276
84.40294437968781,50.63622120151924,47.35695014447409,23.101655684582582,20.67459744272699,15.778268195209233
85.4516213653419,77.64744382883806,52.522546635577065,18.800303459771143,39.02845776846386,12.4078616069283
84.05949237090843,24.129229798934556,40.15301104911393,23.636302725537256,17.355868413467515,15.004261152460764
76.49059818444705,34.933375214079014,30.356737766517252,15.490586335706755,19.04725058351592,6.299087511267203
92.11589004874965,68.46134604592919,43.93158749483499,38.39573093028763,32.683208888885936,19.95505456284213
93.82960975760975,61.361852899721626,62.15840709912734,31.289153489433936,32.342143952012044,14.953452624551739
93.342882033244,41.757745209496385,48.80791790421525,22.334029171430267,29.57514120331217,14.819055585093885
89.77037034736871,55.20321617893199,40.39733331484414,28.25704631606515,38.08400159686035,13.462778084956392
82.79139448530472,39.23745997838529,33.42025062087511,26.83738314037412,16.114583783622674,16.7624677557827
86.21456481198547,82.15524036895853,42.79438000367817,34.92393618805869,36.46924568200845,22.234901510521926
86.96234652708283,61.32422206716031,49.77874201044548,28.393046930142276,38.263287857564215,15.831070229389017
78.31548048074995,89.71827085954376,43.44224763785106,25.933027263523325,37.3624028751822,9.651267418271322
90.90726890786966,58.43161292439426,52.485365949979425,29.656454471863558,47.95511294435759,14.003910614065802
87.75154734470917,61.83881983553018,48.16226696762699,30.59981923787264,36.91250512230804,17.436070430414993
90.9123014569981,31.738136216806716,45.20589742853109,27.781367020170805,21.38741008811815,14.38943990083106
93.24659808234519,41.61165418357124,49.73015312465951,23.744159017740227,27.276628360518938,13.15614550371517
95.14990654621451,14.1080223191858,49.52635451833924,21.02023356301085,15.843756779899836,10.856225842214586
89.72154332201687,67.76326510112091,45.9597991108278,30.44568254893051,30.855088416942,18.022845455121796
87.5467504640978,54.09620786422201,52.50884435017193,29.56276841425525,31.378615964063762,14.31461542140214
92.44464182227318,82.6112196867689,50.802490187547484,35.49081065821203,43.035786134213325,15.8456077340407
93.05667410233198,72.98386684124361,54.3042126262216,26.10456410986746,41.934916088169416,8.967180562188352
82.45703307191506,112.66418157178322,47.02989148702597,34.22682826420061,52.96659493777232,13.994465133403926
89.64495437669969,65.14828415917711,48.21477166118713,32.91934969634059,34.33617145463537,10.286759247448776
92.7346709739732,35.066819043350804,45.679744549210945,22.401110550336615,19.791649032557213,14.468321235709968
84.16735470792868,66.67139400054747,49.667779075451904,31.068112303981508,41.382771928657675,18.567939048284458
89.07198538523839,48.205393972468286,43.05285459203867,35.1096884695118,32.80122464149634,19.02276524174007
88.53745230449154,43.59106784009019,39.95286422895482,20.30265495233808,28.815818743926915,8.056629891082348
90.7347615057961,55.76485610855984,42.73802754484545,29.74046256928804,39.66108269365797,11.975103342978175
86.4723753869436,26.063626976128372,45.64263569632229,27.074204359849066,19.300465206272523,19.124647936848895
85.38295626964644,63.96474786888773,48.081907420565905,24.948466058847938,32.031681259353725,18.31075709235393
79.39239285557386,51.66860602707161,49.05291135265929,16.961537661863787,30.782035833875263,10.31977768162365
88.70246423749471,76.74900226630501,44.608981099729505,23.658205380702704,42.16958299347227,17.066373561014302
93.87240813184818,66.10052050463574,48.066515812040144,35.21552675520667,43.30915484949439,13.574765150916589
91.90169746962441,73.53940534025514,48.04605970769761,28.23564423613726,36.47226711506604,13.482325115657524
86.16103307429401,70.96835088647478,45.00254510665654,26.594860454972284,33.39083736713361,10.738579085661359
90.5922860506021,62.070599205655355,50.97537032994825,31.066014202692365,30.48815229338559,14.009444599402151
87.85720181959505,24.61007182329582,47.80181983009484,27.404315977168103,20.158323103956135,9.294830705437608
87.50410822503022,61.70685188287961,47.09087370051661,30.69715753355457,33.39909713379462,14.749771624040136
85.82917006734314,49.37096411424292,47.02501981985014,40.135974149703216,35.64176222893447,17.494682158442366
87.50090548306336,67.48686934513144,53.04102715733814,37.5601375303337,49.599073906026234,17.800834392729644
85.24356701004135,42.90348341104405,45.81983711267923,27.325618833624688,29.18904747325735,18.18323947419878
83.91279845098511,65.98662165270974,53.14370083587451,22.560750068245753,33.888698909092675,13.871631521746366
97.27519866321836,40.59878451667035,49.86713287346407,25.04159402565157,24.184299687077257,9.16978418184975
93.10282157554575,27.483336610572408,47.605267876682845,33.258018612504706,25.44756548153863,13.46689297481887
88.29843314837768,75.60037075686392,41.84840882259926,37.634585973985295,40.924282598174024,20.82567641223054
85.85206201080105,77.68072525044079,53.07330937812396,31.4075298619672,45.03629147017034,14.623190285038197
88.1184507442532,59.996490468846204,47.17820717585014,25.18627620617534,33.922753407766905,8.728794400947601
93.9354336298566,50.816182588644715,43.20406099979613,34.218884064879845,37.12839985560784,20.73539981740744
83.48815821759601,58.58054397124916,37.38171440202119,19.11378772321689,23.927880187824933,14.655458924899976
84.05456454533899,54.42351168288152,46.04003419511847,27.957272951472817,35.51069995034912,12.30077837500385
84.07921010136714,53.65201158757397,47.691853785685325,28.984647961458148,24.774690702882275,12.619013701255117
82.57407248822952,50.370363301166016,52.30714916591072,18.294044979059592,40.76712826223516,6.270811568031866
74.81226497374715,60.22582101130442,41.37853082299495,25.870576173360483,38.41796863449786,8.06366880905059
85.02127315677302,54.71524531756095,34.927622483993865,32.234452466776986,23.25132745627916,13.020906208390645
84.61328968839769,34.79452355782177,47.516723581862806,25.39191546134887,20.947198150269774,11.846913109024829
71.95305873316948,49.7122845004019,46.27469931245387,21.8241109183954,24.31646332664184,16.792169674772687
82.54807658838561,55.16403067371552,40.24718781914994,19.634103452841472,26.902781267290695,11.1797022723958
77.81433479576165,49.034332492235535,33.70989416990733,31.026581268865684,33.60620888110182,15.081969033924182
81.24931733607471,53.20536455935743,35.22131727668349,21.307828260445824,26.7132287793764,11.509189250072529
75.39056170832984,38.74341539361497,46.481348093384184,21.93720485178167,35.615959464322415,7.898938335055211
80.92096735772118,38.7022205490681,45.855127481643,29.817635534215377,28.476793411621706,9.630684841466596
68.68182658950077,7.444026304015772,26.92961207194999,19.513905940329106,17.4723946574763,5.99089658287718
71.2457995014749,48.42224630099363,37.75197868868111,15.228184665956187,20.339300455312056,4.382400977754021
73.4723276262505,29.210449570950196,36.411126799751564,23.371600162851728,21.23428337665296,10.568450191018652
66.73656595562325,64.55588973389203,46.702336675982934,22.26941681808752,28.122593468252596,9.349260796951334
65.78329668681516,59.008762860078086,25.939572290865037,27.16721780433913,22.38658226907299,13.38876303787552
65.38734353458008,69.67523885347244,41.58713610864426,28.836875225958877,34.03986204185335,16.388486257065836
76.8677831084946,41.822177325346814,45.306634485488516,19.75918741894727,27.70268664062025,6.365496981243156
80.47396865776089,45.1744318587572,33.07664976972039,22.769731954128694,24.192015091920318,8.96242275096105
75.36433014186247,59.55681215783037,33.68315921406834,31.293627001881084,30.070597512045467,14.403079568438319
71.37329439199449,39.22577887713835,34.589577137353935,31.505835718800682,6.617555636512311,17.187554392968284
73.14022718600599,51.4436707712114,34.122556508823955,26.507566438608727,29.99993843762804,10.993203750563143
60.189168229703,79.70018432046359,32.38051611794936,24.089821094403245,31.694567719258664,12.425084093216824
75.21629482951762,44.68683564929628,45.0037533312959,15.777913840299863,26.09762368518833,5.203970043728894
70.8859293190428,45.66321663804443,35.61068937289372,16.194755073257888,23.547388195823924,11.308248578505632
66.90001179929651,7.361095311939053,38.2155542353071,18.21077009870265,7.244696891097054,8.923486809613234
68.14734016539778,74.40188007176832,32.55415099248257,25.295610078714258,34.80065941330381,6.820324787078712
64.15848206223401,54.70361443069523,35.23720643154312,19.772118061546735,16.035327478494878,7.627945361258543
58.12122403532964,38.97346291818951,29.425179334522845,18.107478669381376,21.86273742431346,10.989456715318124
80.54055626995171,93.29367452875644,39.959018797991945,37.15572618392779,43.006212284172605,13.419720167132176
71.31115396726439,41.12290351314475,38.462191243492306,27.180179163266715,28.333015606909434,12.781296055235416
68.3668130873022,42.32886061152132,35.02655238617076,20.108405757938307,25.708468866284527,14.76739577708197
66.93012041352439,17.740101181092797,33.76453677357888,18.15818438449384,10.009462059823534,5.8894385638649425
56.893346023149995,57.297145936411475,32.67369964049747,31.224131058830075,35.602147819929485,15.442648530998445
53.301011625410425,41.66235388961352,33.874461651175764,15.51498530714894,19.9053213753744,1.5674811413980354
54.77782355994208,67.64433902103038,34.37505823202409,18.831438972972634,39.38886222582858,6.763249465997309
67.24581541408556,52.24887985585824,43.01718622058789,29.936359018335537,38.35676724549852,15.738995929395287
64.43350863295802,66.21362162958869,38.72601124295319,17.14156768599228,34.06837861485017,2.117446086299349
62.505587638073905,60.21732977316478,25.31585248642857,23.673457036571463,34.046527131734884,17.593442692313342
57.07227929840265,42.21759469008199,30.702107415562406,7.867415063890942,24.958118285811636,6.0539879506014636
57.91715564806924,42.02495426535044,41.374151279045805,15.430459492871037,28.598618976190522,4.959100755873253
51.85109415118252,28.219953061354687,37.738382359590716,18.639220313917814,25.081434101937894,7.234070301348913
58.2297163320614,47.00426702910332,35.09804446372329,16.85291962616289,22.427741958077362,12.133562208327344
50.47946562532539,17.90254228827508,28.093456066641863,6.032232367062524,6.3092498593827635,6.52742048100333
58.73361895236561,48.98110083138262,36.147003374040146,22.97330813449858,19.064083208840955,13.254822787984782
45.31737542901497,52.50878845901638,34.33164644806481,19.49150835137427,13.223563972250474,10.823421890624276
55.05837376794998,51.76015257878873,29.140801142602974,14.920881486561559,21.804004185196163,3.5498331244057635
52.827366445589874,72.67613647709877,28.213596708482324,17.865043692751964,36.49746010010359,7.187682872073813
50.48714618613143,51.522848643139376,35.20793814979429,23.711540781634145,27.122997661795424,5.805048932656953
44.25755587878283,67.69517727030848,30.46766596386543,13.882741770178562,25.009151297420576,6.939294892087458
46.89630748072632,56.76212606291472,25.969757666518063,25.447290760114,30.41156380585992,10.802617622496768
44.278201159264874,45.67331014937668,31.544233807725526,18.39629359035039,25.5191626998053,9.088377529598981
48.875136733223556,68.27871864838876,32.70568252737509,18.10252570013767,37.120630392744495,4.16305770953414
43.89146246843581,59.54063695851519,24.960803068229282,11.269558864868273,28.168752454181934,6.709720550405914
44.213786854612685,65.40100472116431,22.342856187646895,21.47958143683453,31.35815655595075,8.276852020420312
44.74734983268718,65.39386969455535,30.556821838550725,14.272960685219894,33.96482932313069,5.817181858973923
43.94617375059501,74.8391825268354,29.022668874543072,24.651316286059707,46.22083842378244,14.826520910626662
40.56385928500904,61.68166542260988,19.58232700930838,17.37420858597088,23.300895369264577,11.717488325627102
45.38471032292461,58.36779388233587,31.736748061296623,14.173703324378376,24.077741844442702,9.987397598740777
40.50998466892445,70.32037629080261,19.84553940577214,16.173670313844653,31.668388616178774,9.911043906616625
41.38963430005445,83.25249924589613,21.43026230264281,27.280474034360207,36.72465361297842,5.285094619648218
34.06184068977537,42.68923876755885,15.557715504431128,14.522944651699847,19.481452202203254,9.915135204580366
42.102469902549686,50.041492311098175,24.740698766772944,11.616195477966826,23.310337190919704,4.57077265781162
39.90514004841946,41.83138486539224,20.22998067018131,2.4107104506528145,7.663535793878957,-0.7652279093393037
35.359708278072326,56.443433738587686,21.145722406287398,9.875952154109918,20.57132403477303,-0.47826916742544157
38.586577945079135,41.40192586931482,24.46648162339168,22.548907141759024,22.765944352143176,7.9575282439547195
24.381350459722228,67.60098039440675,19.32787389651548,12.268149369562472,25.841765154021115,8.883189879714884
30.868786919598165,94.83671613693058,18.16945374262617,16.485222040146624,38.72936148674874,8.963092860285494
32.874804944089135,30.33356658125681,18.385559444102338,5.2175191967065855,12.715786199224327,10.431703545736468
43.17597041255689,53.279291128852506,30.739673593820953,24.90873300495354,25.858033613963265,16.389750553172146
23.49194593992364,44.892099977293356,6.944359693282868,20.153389142767335,18.612816007582342,4.00819474585982
32.1144030587498,62.149748363910334,19.029113441285418,12.755907657059508,29.98575785499553,2.44924913828745
21.105524316019007,49.443607248889485,9.620458061480841,6.977174613005202,18.973005858796213,0.49430426634812186
27.248665769680237,58.67756473872341,21.256832987467384,8.994032642251915,26.487067727453862,4.2210988868180515
23.257746228088727,66.10413397495866,14.934302744382078,9.132298355558895,29.451050587424987,5.146222880350097
27.8011389794471,65.01388647448931,16.661757700578413,15.322386377829517,23.0344485057538,7.6168359625592625
17.58640173128954,35.39403112630288,15.937962646728616,8.179648166312054,12.824005894346328,8.770275565427678
13.692593486108807,61.97183927813352,1.8536422086848408,5.920752813108838,19.42433691260456,5.832238281330083
22.993881016947046,68.12005775897183,9.699352351538177,17.19444564535064,25.252663286673062,9.206918463636205
12.966627740208883,87.93840405599033,5.994983433704827,18.78009529960856,25.6858423790872,9.126251254631761
13.541563970520286,50.88881681010404,14.283746756714791,-0.26658043014360544,29.4368970353293,3.4568586365598453
17.23768902319137,53.1313826002706,-2.5418345822380033,3.8159626656311376,11.141842277613105,3.083151207373368
26.605467187286827,72.06261001417406,19.066243206755928,7.159739650069323,32.113864629774675,3.0029884001216756
22.536990303176395,68.69915433279803,14.96720616455594,13.246658546715352,24.3822379468897,11.354487899181969
20.691227627873815,49.151104522911965,10.85271612711394,5.426235437548535,18.68592087980868,-0.809071191594207
16.68322950738926,52.090280247625266,16.453247254170336,-0.3849094813266696,15.959373947302634,5.459243074413942
15.97446423063647,54.80719732607796,1.1212413255331697,11.484123205091887,17.93621011211328,2.5618655950075544
26.815423868255365,71.18394474042906,17.957643801921883,16.60884534003473,29.41727176474724,7.546050353945763
23.824992353136118,65.37360431058227,16.420885949192353,16.317748201046676,28.821487295289188,9.653129322307874
20.227938429876005,53.221145076810615,13.342857249496237,11.305424939802245,28.833275846760905,5.909472647117237
19.429840449092556,65.05564136016895,4.135564332279873,12.666388121342207,24.786446234876454,5.6075082774413945
17.752802595773872,28.986392049287076,8.425420553796007,12.873424914193688,11.646989978873032,6.54713800965107
20.31632527223898,64.7304878693054,11.612406151786995,16.717983123139803,24.004417356675194,6.885173946259455
8.80568891077991,47.4933698501586,4.796558727751748,0.5958412108351183,15.328404535896567,0.9155233439141054
13.92071288000821,36.5414645170655,13.538329760477929,11.68898216401724,19.970311671657775,3.356869615138135
12.168051725734578,16.00752604032982,16.652820129626726,6.574415384480778,10.15397960434372,4.738446703622001
11.9829591330986,38.46932482800974,21.096036777564883,3.840582368780872,9.210234934992322,4.724752940846532
15.427323671285421,93.47195364787098,18.926377770537044,10.359540547992989,37.06748121379765,5.607041883056026
5.559152849654806,39.305100500005054,3.5135288330026953,12.542705882844803,12.163346573948115,7.517294064966533
3.5109880466508914,47.472173962021664,8.338392128827092,9.98097905421845,24.61963066930955,2.9113836579251817
-2.187387237986149,39.10204707361802,14.209285462943324,4.919153790931494,17.557892104646005,0.9206030532623661
9.37827717882512,99.90669521146128,2.132409739095208,3.0478637462414913,34.60267501131621,4.872920918739358
2.300321644842848,38.188927068616124,2.0703788887315766,2.0626623810087494,7.007738199148924,2.006555026180131
12.253060937817665,32.12912275073589,9.551413720859632,5.254209720307436,17.341630746972896,-3.146812322305676
21.878584612155386,36.66466337451448,15.14249211062285,12.518499673709394,25.13770396527199,9.323322708501461
1.9414281085951086,42.86012536268197,-0.17131220466907315,-0.6943666986425892,9.372856509790259,0.421578878024799
3.635179858482353,66.37255733606929,5.132191890165178,0.872984779776794,20.086815384959824,2.018585224841514
6.202180692502646,66.77233163323224,12.441245539931774,7.848423355665533,29.701163261988246,5.249625843333467
-0.11065056927769579,70.77113080283722,9.739820646227525,5.907873273924576,31.33760245765194,7.0807424475231056
1.599991997903095,59.16248787524127,-2.017253139894437,7.4951228765638005,21.82639185822648,2.4207524691447513
-0.9559145801550342,38.491799106642674,13.581547546209718,8.94908941957947,16.921548689866363,2.8769087577495056
2.8665982890235044,41.27319095137827,9.418941477274819,6.8604814661480535,15.226943922886004,1.2471434061656685
-1.6584003536514724,46.992639389267595,6.27449861117907,9.560561978922784,24.918009553359397,1.3421829366752744
-2.7188466261967745,51.418092763274025,0.6567929900224128,-1.4562367646421253,16.744504913771053,-4.865810835969683
-4.560971581555056,56.93328711958688,-3.4631385039677594,-2.032101016275262,18.177671899112926,-5.047887050407647
-3.2617228332863037,39.564166254216595,1.1887076342684837,-5.999227949899224,15.300805774738327,-5.866056809845406
1.7444518072207211,59.79063573361532,-9.092191094904383,8.152214500456807,17.242976046516844,3.92835986364688
-8.671441248115126,47.18049358539375,-1.6603252227654413,-2.118332607329581,22.708732495680323,-6.067091799315289
-1.3772452331666378,66.10476016086767,5.595914021856283,6.339615710125396,20.802037370301754,3.559073120367907
-6.650867861673773,54.28185907082663,1.0416560085875561,1.1924085298240414,21.13968101344426,1.8549826365681121
-4.125966681100815,63.318512509048325,1.8353482117945845,-12.025587227129437,10.817084124731181,-5.2797567558422145
-4.287162568839613,49.50086359394824,4.950647712758473,7.839899049979175,15.091726180007523,4.382155618428662
-13.421438392229414,57.64557171381858,5.766407724793696,3.506439606187175,27.589773497701977,0.20084890742127004
-13.207716594938178,39.62866273003594,4.508248256160228,6.855327097668205,14.700612118422189,9.131519965994368
-2.1704497946208585,30.79108690503778,2.956584974473475,2.4150568033139463,15.584566800855528,-0.19650785654827985
-3.4035713397575065,76.85856393086533,-1.6687044115599994,12.64233275508164,33.91748828243413,7.5313161269993305
-12.858122461545932,66.60738400683758,5.113347236505509,2.612215975424132,28.00120891845222,1.4126072076904543
-10.82311367305629,60.826890538461285,-8.95470792179811,6.2999126979423465,16.800810883347992,8.933075356750738
-12.66490128222657,57.67483236761396,-8.702631328621205,2.5163908809856506,13.280833196646121,-1.707810355959807
-4.641044781951558,46.57612668186409,3.005251286945605,7.385900904396345,23.42750466647545,2.272322785925963
-13.064999442074505,40.77622071448549,-5.485712094039358,1.8844218258354566,16.055309221834047,1.2924731394449696
-1.948596923471082,73.87386305790102,-0.922425418084003,8.07179333578081,28.93306488940564,-1.0731093431562613
-5.917657767556959,53.61307900605371,6.646334708995655,-7.044262586184297,25.526362071764524,-7.2169230829703155
-9.794890407942646,90.66850045506206,4.851329747254803,15.461998700476126,31.48283723895419,6.044648740348753
-17.065626694734867,58.206451756301526,-5.7243260339909945,-3.6183198841477484,14.912470678496849,2.26523583474484
-3.2219310355076978,60.920415519856185,-0.3906282310955642,-6.67136695036865,21.806093249396724,-7.921827657058105
-5.107587928981562,22.85208514164335,-1.807994195451857,6.053497595145545,15.402764553124603,4.709861951611342
-12.403005850904458,-4.186239704365406,-7.371043445404215,-7.758237307762725,0.22553066524175502,-5.000498450919707
-10.295817707602678,41.46126731282351,-6.083598801869883,1.4444337252374615,8.9395881425634,2.4334068958227943
-18.24831163546218,51.5426549732965,-8.974584774006319,-1.798544964971925,13.955919968905391,-0.278539663891188
-12.148406988484785,47.68786813175613,-2.8092423766411416,1.930322405905207,19.981011099351917,4.008145915046751
-16.34103489724027,69.9131427388606,-1.2808394214247851,3.3928639172567236,32.41293362262176,0.028731807893001227
-1.1555888026492855,43.18344327004945,3.9665278679818603,1.5641820260988402,13.124072178720592,-2.6797904749863553
-16.814008395746832,60.47029189281531,-13.742806725892333,-2.240018389734969,14.118426331324482,-1.2896605737673885
-9.657703221390241,47.12910644457214,1.0042953022937828,4.311644494049433,24.012898071860583,4.786998812578583
-10.643572250878815,60.756808617564644,-10.095834924861968,-2.2341966983717594,23.079807802645185,-3.7505828639282743
-8.110887049141468,38.44959201413198,-0.849670677422595,-2.675390629032727,7.084935599712678,-2.669088798230103
-17.50641106887206,60.087358220745784,-7.85950502847831,-7.646229429495435,19.19944541084442,0.7969922948412744
-0.7915565255503996,49.00337348124226,6.02019619952961,-4.0773073714624335,16.974626785304405,-3.0319651696570835
-13.922599201386621,53.56978785533518,-6.280253789697731,2.865534031857574,18.94044526417131,5.685351360680301
-19.438711354271618,53.69472545527293,-8.26469509780764,-2.923235279345058,19.352604172055138,0.4310401541383013
-10.46493380961655,72.88523940224216,-7.383263039663472,-5.141630415031599,24.90774185235525,-5.585412458288175
-11.882658439259787,29.005823456706583,-0.2590621796142396,-2.9818978265778684,8.48563214779624,3.3524140182632283
-11.580723778719817,54.580194865769045,12.264930654879375,10.257927430968008,28.442814404279332,5.469239639090949
-6.361257021832859,50.167984771467495,-8.699875473622486,4.874294180677923,17.70962915348832,5.413897061718146
-16.734536990621248,56.8267478758999,-11.539881129768675,1.3617555233007739,17.881734636496528,2.449822754043746
-9.518817584762603,35.3976626650946,-4.058768239596061,-1.5352162138602958,19.131006738383693,3.29778629884763
-9.293434513062003,58.27437231955941,-9.484042040614488,-2.2463301506011755,22.21008993872926,-3.024382540849864
-4.080101682667571,69.09570105364189,-4.639872628473913,8.965418263530028,24.386691344555437,3.2036393739860336
-10.726831469117402,83.84107276758769,3.3397113592733865,-3.55529249570965,34.710337794339154,0.2291879208955101
-3.8909480785130643,56.38255558477463,2.8588520142972618,-0.2732152318865584,23.104497188428816,-5.820792926851229
-6.321532589894265,35.71306380701736,-8.099951943252151,1.7424624654976766,13.468690733767787,0.975992627672069
